"FU","Survey","Year","Station","MidDeglong","MidDegLat","Density","Density_Adjusted","DoGm","m2","Count","Ground","DoGSource","Vessel"
2021,"CV140011",2014,288,-7.741093951,49.94750588,0.383951111,0.295347009,248.6037658,182.3148779,70,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,289,-7.439115874,49.93849563,0.622570757,0.478900582,195.9616617,146.9712463,91.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,290,-7.280651089,49.93740643,0.417686217,0.32129709,253.7790227,190.334267,79.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,291,-8.45032706,49.85051679,0.003783116,0.002910089,176.2215712,132.1661784,0.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,292,-8.289326259,49.85452268,0.398540674,0.306569749,264.2975742,198.2231806,79,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,293,-8.138187964,49.84277931,0.207709072,0.159776209,205.4155179,154.0616384,32,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,294,-7.672772731,49.85602433,0.309786498,0.238297306,189.3777393,142.0333044,44,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,295,-7.355839075,49.84851526,0.427803012,0.32907924,283.6196331,212.7147248,91,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,296,-8.521625308,49.76802664,0.024296471,0.018689593,219.5106156,164.6329617,4,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,297,-8.367792671,49.77246164,0.204366104,0.157204695,238.1347289,178.6010466,36.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,298,-8.218231973,49.76695111,0.199729121,0.153637785,203.6091008,152.7068256,30.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,299,-7.59382273,49.77109544,0.357219366,0.274784128,227.6845575,170.7634181,61,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,302,-7.172246911,50.54914873,0.391821647,0.301401267,248.4123428,186.3092571,73,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,303,-9.219204057,50.20004269,0.120174429,0.092441868,232.9946586,174.745994,21,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,305,-8.678222308,50.11285719,0.056281514,0.043293472,201.3686661,151.0264996,8.5,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,306,-7.890935994,50.11792074,0,0,180.3046869,135.2285152,0,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,309,-7.996098564,49.85598555,0,0,314.7776618,236.0832464,0,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,310,-7.440961028,49.76745873,0.676392441,0.520301878,283.8588788,212.8941591,144,"Labadie","USBL","Celtic Voyager"
2021,"CV140011",2014,221,-7.321243822,50.72104904,0,0,18.82476011,14.11857008,0,"Labadie","Estimated","Celtic Voyager"
2021,"CV140011",2014,269,-8.053132015,50.11464667,0,0,18.82476011,14.11857008,0,"Labadie","Estimated","Celtic Voyager"
2021,"CV15015",2015,162,-8.116096718,50.78304024,0,0,22.47817387,16.85863041,0,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,163,-8.518080173,50.696124,0.101199384,0.07784568,184.4543499,138.3407624,14,"Labadie","USBL","R.V. Madog"
2021,"CV15015",2015,164,-8.356885924,50.69688109,0.619937262,0.476874817,217.2262822,162.9197116,101,"Labadie","USBL","R.V. Madog"
2021,"CV15015",2015,165,-8.201030998,50.69854385,0,0,208.5748212,156.4311159,0,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,166,-8.046907159,50.69843523,0.507877517,0.390675013,229.7141787,172.285634,87.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,171,-7.257494792,50.69635532,0.1944404,0.149569538,188.5753514,141.4315136,27.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,173,-8.283199047,50.60720253,0.514288845,0.395606804,197.9000298,148.4250224,76.33333333,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,174,-7.973050495,50.6097539,0.474348911,0.364883778,211.5180006,158.6385005,75.25,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,179,-7.180222834,50.60721391,0.35185058,0.270654293,219.7902679,164.842701,58,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,181,-8.518915414,50.52344642,0.54507405,0.419287731,214.0381967,160.5286475,87.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,182,-8.362101153,50.52142926,0.515799909,0.396769161,180.9487199,135.71154,70,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,184,-7.894799682,50.52323114,0.366834653,0.282180502,208.9951591,156.7463693,57.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,185,-7.735344126,50.5222773,0.393900447,0.303000344,212.1235356,159.0926517,62.66666667,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,186,-7.575474051,50.52320313,0.059567832,0.045821409,201.4510126,151.0882594,9,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,187,-7.433280573,50.53807602,0.41858818,0.321990907,244.2071401,183.155355,76.66666667,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,188,-7.257970051,50.52355815,0.239268309,0.184052545,206.1841518,154.6381139,37,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,190,-8.758768257,50.43802975,0.071055117,0.054657782,225.1773086,168.8829815,12,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,191,-8.597866301,50.43740327,0.431019469,0.331553438,185.606465,139.2048487,60,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,197,-8.991278016,50.35031024,0.086584381,0.06660337,184.7908346,138.5931259,12,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,198,-8.840036052,50.35019674,0.542967081,0.417666986,272.5763772,204.4322829,111,"Labadie","USBL","R.V. Madog"
2021,"CV15015",2015,199,-8.682349115,50.35089604,0.11115834,0.085506415,197.9158737,148.4369053,16.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,204,-9.230825882,50.26234406,0.394143511,0.303187316,135.314503,101.4858772,40,"Labadie","USBL","R.V. Madog"
2021,"CV15015",2015,205,-9.074913206,50.2626867,0.254990848,0.196146806,193.4709961,145.103247,37,"Labadie","SHIP","R.V. Madog"
2021,"CV15015",2015,206,-8.91862656,50.26289058,0.398425373,0.306481056,115.4544943,86.59087072,34.5,"Labadie","USBL","R.V. Madog"
2021,"CV15015",2015,207,-8.764074454,50.26137019,0.521771458,0.40136266,231.2634483,173.4475862,90.5,"Labadie","SHIP","R.V. Madog"
2021,"CV15020",2015,158,-7.95526033,50.95243044,0,0,213.0924073,159.8193055,0,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,159,-8.040678218,50.86790913,0.284363105,0.21874085,182.864792,137.148594,39,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,160,-7.885723995,50.86878908,0.324638813,0.249722164,203.3028626,152.477147,49.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,161,-7.729780639,50.86935523,0.020561184,0.015816295,194.5413277,145.9059958,3,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,167,-7.886074697,50.69269656,0.223608913,0.172006856,205.7163079,154.2872309,34.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,168,-7.72315782,50.69483593,0.307749896,0.236730689,197.1297715,147.8473287,45.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,169,-7.557919174,50.69658987,0.277703029,0.213617715,194.4523261,145.8392446,40.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,170,-7.407548596,50.69662581,0.488622125,0.375863173,177.3695096,133.0271322,65,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,172,-7.087398643,50.69706176,0.003609055,0.002776196,184.7205414,138.540406,0.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,175,-7.817864548,50.60518521,0.385024488,0.296172683,237.2143493,177.9107619,68.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,176,-7.656367565,50.60693584,0.446760715,0.343662088,152.2067579,114.1550684,51,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,177,-7.503358636,50.60667051,0.248021786,0.190785989,123.6450522,92.73378914,23,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,178,-7.340596099,50.60786305,0.271755321,0.209042554,139.8316688,104.8737516,28.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,180,-7.017554348,50.61009064,0.227690571,0.175146593,181.5329163,136.1496873,31,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,183,-8.04961253,50.52426415,0.296113458,0.227779583,173.3569749,130.0177311,38.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,189,-7.108766964,50.522092,0.200457718,0.154198245,179.5889943,134.6917457,27,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,192,-8.283734711,50.4387926,0.419544073,0.32272621,209.7515034,157.3136275,66,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,193,-8.131018444,50.43676801,0.204752616,0.157502012,205.1255843,153.8441882,31.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,194,-7.952093756,50.4358377,0.2827137,0.217472077,143.8439904,107.8829928,30.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,195,-7.197406235,50.43501999,0.003570883,0.002746833,186.695168,140.021376,0.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,196,-7.043078552,50.43462546,0.150021841,0.115401416,213.3022749,159.9767061,24,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,200,-8.523273015,50.34945398,0,0,232.2501788,174.1876341,0,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,201,-8.36440961,50.35252606,0.146942077,0.113032367,199.6251447,149.7188585,22,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,202,-8.205363781,50.35062508,0.099831418,0.076793399,180.3039593,135.2279695,13.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,203,-8.059282642,50.34637915,0.215983614,0.166141242,188.2858882,141.2144162,30.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,208,-8.447164217,50.2607502,0.170488448,0.13114496,246.3510018,184.7632514,31.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,209,-8.293468368,50.26260932,0.010199511,0.007845778,261.4504483,196.0878362,2,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,210,-8.140543664,50.25896629,0.196069948,0.150823037,214.2092681,160.6569511,31.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,211,-8.839004112,50.17635098,0.174482752,0.134217502,233.069837,174.8023778,30.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,212,-8.529698476,50.17957235,0.104902656,0.080694351,228.7835303,171.5876477,18,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,213,-8.221143746,50.1748963,0.211547852,0.162729117,198.5366411,148.9024809,31.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,214,-8.06173893,50.17261627,0.157710088,0.121315452,194.4496204,145.8372153,23,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,215,-9.0664424,50.08921546,0.085099459,0.065461122,203.6832374,152.762428,13,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,216,-8.912503732,50.08923316,0.159517058,0.12270543,200.6055046,150.4541284,24,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,217,-8.454031279,50.09374777,0.232189681,0.178607447,200.9851014,150.738826,35,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,218,-8.297461011,50.0928967,0.211178446,0.162444958,249.3941389,187.0456042,39.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,219,-8.145019495,50.09109464,0.273580464,0.21044651,255.8662233,191.8996675,52.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,220,-7.990318009,50.090127,0.134767293,0.103667149,242.393135,181.7948513,24.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,221,-7.83325717,50.08965827,0,0,214.5550307,160.916273,0,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,222,-7.518623123,50.08765821,0,0,235.1382892,176.3537169,0,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,223,-9.009525961,50.00022847,0.065271145,0.050208573,163.4208608,122.5656456,8,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,224,-8.856721751,50.00254887,0.068540725,0.052723635,155.6252373,116.718928,8,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,225,-8.53630876,50.00307746,0.521416866,0.401089897,167.9185338,125.9389003,65.66666667,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,226,-8.378672784,50.00351285,0.315271985,0.242516911,287.5823768,215.6867826,68,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,227,-8.220070008,50.00630265,0.24656051,0.189661931,229.8286398,172.3714798,42.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,228,-8.073996879,50.00100351,0.354343348,0.272571806,190.0228512,142.5171384,50.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,229,-7.909239994,50.00473033,0.343755513,0.264427318,230.7841777,173.0881332,59.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,230,-7.756523622,50.00287108,0.331444245,0.254957111,205.1627117,153.8720338,51,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,231,-7.600147869,49.99983053,0.35971009,0.276700069,233.5213896,175.1410422,63,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,232,-7.447242408,50.00211073,0.336222025,0.258632327,261.7318124,196.2988593,66,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,233,-7.286055463,50.00093726,0.239605392,0.18431184,250.4117267,187.808795,45,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,234,-8.775398759,49.91082619,0.193940544,0.149185034,147.8116232,110.8587174,21.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,235,-8.304904721,49.91583197,0.488378702,0.375675925,215.6796208,161.7597156,79,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,236,-8.145805777,49.91819857,0.243648685,0.187422065,243.5200232,182.6400174,44.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,237,-7.988555669,49.91788495,0.435806564,0.335235819,211.1028321,158.3271241,69,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,238,-7.837557187,49.91799856,0.298738496,0.229798843,220.9290098,165.6967573,49.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,239,-7.685249376,49.91720099,0.233372253,0.179517118,294.2366358,220.6774769,51.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,240,-7.520354883,49.91520411,0.130415743,0.100319803,230.0335773,172.525183,22.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,241,-7.364648919,49.91435487,0.430213614,0.330933549,268.600416,201.450312,86.66666667,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,242,-8.380586839,49.83095507,0.536146234,0.41242018,177.8121851,133.3591388,71.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,243,-8.224441053,49.83085381,0.52084133,0.400647177,213.7567183,160.3175387,83.5,"Labadie","USBL","R.V. Celtic Voyager"
2021,"CV15020",2015,244,-8.073467447,49.82810958,0.297966467,0.229204975,221.5014346,166.1260759,49.5,"Labadie","USBL","R.V. Celtic Voyager"
